card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,birth_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,birth_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 84: Ill Will,Rameau Thierry Sokoudjou,0.56,46.0,0.0,0.0,Kazuhiro Nakamura,0.26,23.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2008.0,6.85,1.34,190.5,77.0,Southpaw,0.47,0.22,0.0,0.5,2.51,1.0,205,1981,18,13,0,0,2.55,3.92,187.96,74.0,Orthodox,0.5,0.67,0.7,0.47,1.03,0.7,205,1982,19,6,0,2,27.0,26.0
UFC 84: Ill Will,Wanderlei Silva,0.61,18.0,0.0,0.0,Keith Jardine,0.25,4.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2008.0,2.61,2.26,177.8,78.0,Orthodox,0.45,0.56,0.9,0.47,1.93,0.78,205,1984,18,18,0,0,1.83,1.56,180.34,70.0,Orthodox,0.37,0.59,0.6,0.36,1.73,0.42,205,1979,21,13,0,0,24.0,29.0
UFC 86: Jackson vs Griffin,Justin McCully,0.75,8.0,1.0,1.0,Gabriel Gonzaga,0.22,9.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,SUB,2008.0,2.19,2.79,180.34,74.0,Orthodox,0.4,0.6,0.6,0.53,0.97,0.62,205,1976,35,13,1,1,2.98,3.25,187.96,76.0,Orthodox,0.36,0.59,0.7,0.45,1.18,0.62,185,1975,17,11,2,0,32.0,33.0
UFC 86: Jackson vs Griffin,Tyson Griffin,0.52,175.0,3.0,3.0,Marcus Aurelio,0.25,80.0,4.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,1.0,U-DEC,2008.0,2.02,1.58,185.42,73.0,Orthodox,0.37,0.46,0.0,0.44,1.28,0.43,225,1976,11,5,2,0,2.94,2.12,187.96,76.0,Orthodox,0.45,0.57,1.1,0.39,2.8,0.66,242,1979,17,11,0,0,32.0,29.0
UFC 84: Ill Will,Wilson Gouveia,0.52,63.0,0.0,0.0,Goran Reljic,0.45,73.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Light Heavyweight,0.0,KO/TKO,2008.0,2.3,3.71,167.64000000000001,68.0,Orthodox,0.41,0.65,0.9,0.46,1.87,0.59,145,1984,16,8,0,0,2.27,1.42,177.8,74.0,Orthodox,0.33,0.59,1.3,0.27,1.69,0.27,155,1973,22,10,0,0,24.0,35.0
UFC 84: Ill Will,Tito Ortiz,0.68,60.0,1.0,1.0,Lyoto Machida,0.3,53.0,7.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2008.0,4.06,3.02,185.42,76.0,Orthodox,0.39,0.56,2.2,0.66,0.9,0.57,185,1978,14,8,0,0,2.69,1.69,190.5,81.0,Southpaw,0.37,0.59,1.1,0.5,1.69,0.33,205,1984,15,8,0,0,30.0,24.0
UFC 86: Jackson vs Griffin,Jorge Gurgel,0.29,141.0,2.0,1.0,Cole Miller,0.42,127.0,3.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,SUB,2008.0,2.88,2.59,190.5,74.0,Orthodox,0.46,0.6,0.6,0.35,2.47,0.54,205,1975,19,12,1,0,1.57,2.59,185.42,74.0,Southpaw,0.53,0.61,0.4,0.65,1.21,0.75,185,1978,24,8,0,0,33.0,30.0
UFC 86: Jackson vs Griffin,Joe Stevenson,0.44,27.0,3.0,1.0,Gleison Tibau,0.16,24.0,5.0,5.0,"Las Vegas, Nevada, USA",3.0,2.0,Lightweight,1.0,SUB,2008.0,3.62,3.37,170.18,69.0,Orthodox,0.32,0.62,0.5,0.23,0.81,0.6,155,1977,14,10,0,0,3.88,3.0,185.42,73.0,Orthodox,0.33,0.59,1.8,0.36,0.6,0.38,145,1984,21,11,0,1,31.0,24.0
UFC 86: Jackson vs Griffin,Josh Koscheck,0.65,58.0,4.0,2.0,Chris Lytle,0.24,65.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2008.0,2.44,2.05,170.18,70.0,Orthodox,0.44,0.6,2.2,0.44,2.75,0.39,145,1982,33,16,0,0,2.51,1.95,177.8,71.0,Southpaw,0.31,0.63,0.8,0.53,4.08,0.92,155,1983,33,14,0,0,26.0,25.0
UFC 86: Jackson vs Griffin,Quinton Jackson,0.27,276.0,1.0,0.0,Forrest Griffin,0.36,138.0,1.0,0.0,"Las Vegas, Nevada, USA",5.0,5.0,Light Heavyweight,0.0,U-DEC,2008.0,2.27,1.79,177.8,73.0,Orthodox,0.36,0.63,0.4,0.48,2.46,0.64,170,1977,17,11,0,0,3.03,3.76,180.34,68.0,Orthodox,0.45,0.58,2.4,0.55,0.7,0.55,170,1974,31,18,5,0,31.0,34.0
UFC 85: Bedlam,Thiago Tavares,0.52,34.0,4.0,2.0,Matt Wiman,0.37,35.0,3.0,1.0,"London, England, United Kingdom",3.0,2.0,Lightweight,0.0,KO/TKO,2008.0,2.51,3.25,185.42,73.0,Orthodox,0.54,0.55,0.1,0.56,1.52,0.73,205,1978,37,12,0,0,2.81,4.38,190.5,77.0,Orthodox,0.36,0.61,0.7,0.48,1.05,0.57,205,1979,19,7,0,0,30.0,29.0
UFC 85: Bedlam,Luiz Cane,0.53,28.0,0.0,0.0,Jason Lambert,0.34,23.0,2.0,0.0,"London, England, United Kingdom",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2008.0,2.31,2.0,170.18,70.0,Orthodox,0.4,0.62,1.5,0.42,3.83,0.62,145,1984,21,7,1,0,3.57,3.17,177.8,68.0,Orthodox,0.5,0.51,1.5,0.37,2.13,0.56,155,1983,16,10,0,0,24.0,25.0
UFC 85: Bedlam,Kevin Burns,0.61,13.0,0.0,0.0,Roan Carneiro,0.4,30.0,6.0,2.0,"London, England, United Kingdom",3.0,2.0,Welterweight,1.0,SUB,2008.0,5.0,4.79,187.96,77.0,Southpaw,0.41,0.6,0.3,0.28,0.56,1.0,185,1981,17,7,0,1,1.84,3.21,190.5,75.0,Orthodox,0.58,0.5,2.4,0.36,1.35,0.28,185,1975,26,13,0,0,27.0,33.0
UFC 86: Jackson vs Griffin,Ricardo Almeida,0.37,64.0,0.0,0.0,Patrick Cote,0.41,62.0,11.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,S-DEC,2008.0,4.3,2.74,177.8,74.0,Orthodox,0.38,0.52,0.8,0.5,0.28,0.47,170,1980,12,7,0,0,1.82,1.46,180.34,76.0,Orthodox,0.46,0.62,1.4,0.42,3.05,0.83,170,1978,21,11,0,0,28.0,30.0
UFC 85: Bedlam,Jorge Rivera,0.44,9.0,1.0,1.0,Martin Kampmann,0.33,6.0,0.0,0.0,"London, England, United Kingdom",3.0,1.0,Middleweight,0.0,SUB,2008.0,1.2,2.02,182.88,74.0,Orthodox,0.49,0.61,1.2,0.38,3.74,0.31,170,1976,13,5,0,0,3.21,2.81,180.34,75.0,Orthodox,0.48,0.48,0.2,0.2,0.68,0.43,170,1980,23,11,0,0,32.0,28.0
UFC 84: Ill Will,BJ Penn,0.69,175.0,1.0,0.0,Sean Sherk,0.28,162.0,2.0,0.0,"Las Vegas, Nevada, USA",5.0,3.0,Lightweight,1.0,KO/TKO,2008.0,2.64,3.16,185.42,73.0,Orthodox,0.48,0.54,0.1,0.5,0.84,0.63,185,1972,20,9,0,0,3.28,3.22,182.88,72.0,Orthodox,0.42,0.62,2.0,0.41,1.86,0.78,170,1982,20,7,0,0,36.0,26.0
UFC 85: Bedlam,Thales Leites,0.28,45.0,1.0,0.0,Nate Marquardt,0.48,72.0,7.0,5.0,"London, England, United Kingdom",3.0,3.0,Middleweight,1.0,S-DEC,2008.0,3.2,2.76,175.26,70.0,Orthodox,0.48,0.56,0.5,0.55,1.19,0.74,155,1978,16,14,2,0,2.71,2.17,167.64000000000001,67.0,Orthodox,0.35,0.55,0.4,0.46,4.09,0.56,155,1973,36,4,1,0,30.0,35.0
UFC 85: Bedlam,Brandon Vera,0.41,36.0,4.0,2.0,Fabricio Werdum,0.68,22.0,0.0,0.0,"London, England, United Kingdom",3.0,1.0,Heavyweight,0.0,KO/TKO,2008.0,2.99,2.13,185.42,78.0,Orthodox,0.4,0.52,1.1,0.27,2.1,0.3,185,1981,28,9,0,0,2.32,2.71,182.88,74.0,Orthodox,0.49,0.55,0.8,0.51,1.87,0.7,185,1979,35,19,2,0,27.0,29.0
UFC 85: Bedlam,Michael Bisping,0.58,43.0,2.0,2.0,Jason Day,0.58,12.0,0.0,0.0,"London, England, United Kingdom",3.0,1.0,Middleweight,1.0,KO/TKO,2008.0,2.81,3.03,190.5,78.0,Orthodox,0.56,0.52,0.2,0.53,0.7,0.59,230,1977,15,7,0,1,2.64,3.59,193.04,77.0,Orthodox,0.52,0.55,1.2,0.31,1.75,0.31,231,1977,24,9,1,0,31.0,31.0
UFC 85: Bedlam,Mike Swick,0.37,86.0,2.0,2.0,Marcus Davis,0.56,55.0,5.0,3.0,"London, England, United Kingdom",3.0,3.0,Welterweight,1.0,U-DEC,2008.0,2.71,4.33,185.42,75.0,Orthodox,0.38,0.65,0.3,0.43,1.05,0.63,185,1979,30,9,0,0,3.46,3.61,182.88,72.0,Orthodox,0.54,0.47,0.0,1.0,1.13,0.0,185,1981,19,12,0,0,29.0,27.0
UFC 85: Bedlam,Thiago Alves,0.62,16.0,1.0,1.0,Matt Hughes,0.69,13.0,7.0,1.0,"London, England, United Kingdom",3.0,2.0,Welterweight,1.0,KO/TKO,2008.0,2.29,2.36,185.42,77.0,Orthodox,0.37,0.54,0.6,0.5,1.06,0.61,170,1979,15,6,0,0,2.79,2.72,177.8,70.0,Southpaw,0.39,0.65,1.4,0.48,1.6,0.47,170,1973,22,11,0,1,29.0,35.0
UFC 96: Jackson vs Jardine,Aaron Riley,0.41,12.0,0.0,0.0,Shane Nelson,0.44,9.0,0.0,0.0,"Columbus, Ohio, USA",3.0,1.0,Lightweight,0.0,KO/TKO,2009.0,3.42,3.73,175.26,70.0,Orthodox,0.41,0.62,0.3,0.6,0.71,0.63,170,1983,23,15,0,0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170,1973,45,9,0,0,26.0,36.0
UFC 96: Jackson vs Jardine,Tim Boetsch,0.33,103.0,8.0,4.0,Jason Brilz,0.41,65.0,0.0,0.0,"Columbus, Ohio, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2009.0,3.78,3.45,172.72,69.0,Southpaw,0.34,0.61,0.1,0.34,1.18,0.6,155,1980,30,14,1,0,2.84,1.38,175.26,70.0,Southpaw,0.31,0.61,1.6,0.18,1.31,0.54,155,1984,16,7,0,0,29.0,25.0
UFC 96: Jackson vs Jardine,Kendall Grove,0.4,25.0,0.0,0.0,Jason Day,0.24,25.0,0.0,0.0,"Columbus, Ohio, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2009.0,2.9,2.93,182.88,74.0,Orthodox,0.5,0.57,0.8,0.34,1.45,0.59,185,1981,21,13,0,0,1.78,2.66,180.34,71.0,Orthodox,0.4,0.65,1.3,0.25,2.37,0.25,205,1975,22,6,1,0,28.0,34.0
UFC 98: Evans vs Machida,Yoshiyuki Yoshida,0.66,6.0,0.0,0.0,Brandon Wolff,0.4,5.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,SUB,2009.0,2.4,2.31,198.12,79.0,Orthodox,0.41,0.54,1.7,0.45,0.49,0.56,185,1982,23,17,0,1,3.46,3.61,182.88,72.0,Orthodox,0.54,0.47,0.0,1.0,1.13,0.0,185,1981,19,12,0,0,27.0,28.0
UFC 99: The Comeback,Stefan Struve,0.66,6.0,1.0,0.0,Denis Stojnic,0.26,60.0,0.0,0.0,"Cologne, North Rhine-Westphalia, Germany",3.0,2.0,Heavyweight,1.0,SUB,2009.0,3.67,0.85,180.34,70.0,Southpaw,0.36,0.36,2.8,0.28,1.41,0.25,170,1974,18,9,0,0,10.91,0.47,175.26,71.0,Orthodox,0.33,0.19,0.0,0.0,0.0,0.0,170,1975,7,5,0,0,35.0,34.0
UFC 98: Evans vs Machida,David Kaplan,0.27,226.0,0.0,0.0,George Roop,0.47,105.0,14.0,5.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,S-DEC,2009.0,4.04,3.12,210.82,84.0,Orthodox,0.47,0.46,1.7,0.46,0.56,0.55,265,1988,33,13,0,0,6.06,1.51,182.88,74.0,Orthodox,0.23,0.36,1.0,0.0,0.0,0.8,245,1980,13,3,0,1,21.0,29.0
UFC 102: Couture vs Nogueira,Marcus Aurelio,0.36,161.0,1.0,1.0,Evan Dunham,0.26,102.0,15.0,3.0,"Portland, Oregon, USA",3.0,3.0,Lightweight,0.0,S-DEC,2009.0,4.32,2.88,170.18,69.0,Orthodox,0.46,0.67,0.7,0.43,4.88,0.0,155,1979,3,4,0,0,2.47,3.43,185.42,72.0,Orthodox,0.34,0.6,0.1,0.57,1.05,0.59,135,1981,15,13,1,0,30.0,28.0
UFC 99: The Comeback,Rick Story,0.36,85.0,10.0,4.0,John Hathaway,0.31,67.0,4.0,4.0,"Cologne, North Rhine-Westphalia, Germany",3.0,3.0,Welterweight,0.0,U-DEC,2009.0,2.27,1.42,177.8,74.0,Orthodox,0.33,0.59,1.3,0.27,1.69,0.27,155,1973,22,10,0,0,3.54,5.33,177.8,70.0,Southpaw,0.39,0.61,1.0,0.33,1.82,0.79,155,1981,18,9,1,0,36.0,28.0
UFC 101: Declaration,Matthew Riddle,0.7,67.0,7.0,2.0,Dan Cramer,0.17,28.0,2.0,0.0,"Philadelphia, Pennsylvania, USA",3.0,3.0,Welterweight,1.0,U-DEC,2009.0,2.17,3.8,175.26,71.0,Southpaw,0.41,0.62,0.9,0.48,2.53,0.63,170,1984,19,9,0,0,1.8,3.4,185.42,75.0,Orthodox,0.4,0.62,0.9,0.43,2.61,0.6,170,1987,17,2,0,0,25.0,22.0
UFC 101: Declaration,George Roop,0.42,33.0,5.0,3.0,George Sotiropoulos,0.1,46.0,0.0,0.0,"Philadelphia, Pennsylvania, USA",3.0,2.0,Lightweight,0.0,SUB,2009.0,2.74,3.01,185.42,76.0,Southpaw,0.42,0.54,0.5,0.5,3.51,0.89,170,1986,8,3,0,2,2.1,0.97,187.96,75.0,Orthodox,0.3,0.31,0.5,0.0,0.0,0.66,170,1985,11,4,0,0,23.0,24.0
UFC 101: Declaration,Jesse Lennox,0.32,114.0,2.0,1.0,Danillo Villefort,0.37,114.0,2.0,1.0,"Philadelphia, Pennsylvania, USA",3.0,3.0,Welterweight,1.0,KO/TKO,2009.0,2.47,3.43,185.42,72.0,Orthodox,0.34,0.6,0.1,0.57,1.05,0.59,135,1981,15,13,1,0,2.52,2.61,177.8,71.0,Orthodox,0.27,0.67,1.6,0.31,2.32,0.53,155,1977,14,7,0,0,28.0,32.0
UFC 105: Couture vs Vera,Jared Hamman,0.26,23.0,0.0,0.0,Alexander Gustafsson,0.35,17.0,0.0,0.0,"Manchester, England, United Kingdom",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2009.0,3.2,2.69,175.26,72.0,Orthodox,0.32,0.64,0.3,0.66,1.22,0.63,170,1982,14,4,0,0,2.4,2.86,185.42,75.0,Orthodox,0.37,0.68,1.7,0.66,1.71,0.33,185,1983,15,5,0,0,27.0,26.0
UFC 105: Couture vs Vera,Shannon Gugerty,0.29,57.0,0.0,0.0,Terry Etim,0.26,41.0,2.0,1.0,"Manchester, England, United Kingdom",3.0,2.0,Lightweight,0.0,SUB,2009.0,3.93,5.15,190.5,75.0,Orthodox,0.42,0.55,0.0,0.46,1.57,0.3,185,1982,14,6,0,0,3.53,4.03,195.57999999999998,79.0,Orthodox,0.4,0.51,0.4,0.39,1.53,0.83,205,1987,18,8,0,0,27.0,22.0
UFC 105: Couture vs Vera,Andre Winner,0.5,28.0,0.0,0.0,Rolando Delgado,0.24,45.0,0.0,0.0,"Manchester, England, United Kingdom",3.0,1.0,Lightweight,1.0,KO/TKO,2009.0,1.88,1.25,177.8,71.0,Orthodox,0.39,0.58,3.4,0.27,2.13,0.5,155,1981,15,7,0,0,2.53,2.16,185.42,73.0,Orthodox,0.35,0.67,1.4,0.3,0.43,0.39,155,1986,16,5,0,0,28.0,23.0
UFC 105: Couture vs Vera,Dennis Siver,0.23,165.0,2.0,0.0,Paul Kelly,0.14,84.0,3.0,1.0,"Manchester, England, United Kingdom",3.0,2.0,Lightweight,1.0,KO/TKO,2009.0,4.57,2.52,180.34,73.0,Orthodox,0.33,0.51,0.0,0.0,0.0,0.74,155,1981,21,11,2,0,1.83,1.56,190.5,77.0,Orthodox,0.4,0.62,3.5,0.22,1.17,0.0,155,1981,11,6,1,0,28.0,28.0
UFC 105: Couture vs Vera,Matthew Riddle,0.45,101.0,0.0,0.0,Nick Osipczak,0.51,54.0,12.0,4.0,"Manchester, England, United Kingdom",3.0,3.0,Welterweight,0.0,KO/TKO,2009.0,2.67,3.87,167.64000000000001,70.0,Orthodox,0.32,0.65,0.3,0.32,0.87,0.65,145,1979,23,11,0,1,2.61,3.22,175.26,70.0,Orthodox,0.37,0.59,1.5,0.6,1.34,0.3,155,1984,14,5,0,0,30.0,25.0
The Ultimate Fighter: Heavyweights Finale,Mark Bocek,0.37,16.0,2.0,2.0,Joe Brammer,0.15,19.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Lightweight,1.0,SUB,2009.0,2.74,3.01,185.42,76.0,Southpaw,0.42,0.54,0.5,0.5,3.51,0.89,170,1986,8,3,0,2,3.77,2.83,187.96,76.0,Orthodox,0.5,0.5,1.0,0.45,1.2,0.71,170,1984,6,3,0,0,23.0,25.0
The Ultimate Fighter: Heavyweights Finale,John Howard,0.63,22.0,3.0,2.0,Dennis Hallman,0.33,24.0,4.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,KO/TKO,2009.0,2.32,2.34,172.72,75.0,Orthodox,0.43,0.6,1.3,0.36,3.65,0.31,155,1981,12,5,0,0,2.8,2.15,172.72,70.0,Orthodox,0.31,0.56,0.0,0.5,0.81,0.5,155,1983,7,3,1,0,28.0,26.0
The Ultimate Fighter: Heavyweights Finale,Justin Wren,0.26,100.0,1.0,0.0,Jon Madsen,0.1,159.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Heavyweight,0.0,S-DEC,2009.0,3.08,2.15,170.18,72.0,Orthodox,0.5,0.51,0.4,0.49,2.7,0.53,170,1983,24,13,0,0,1.96,1.12,175.26,72.0,Orthodox,0.44,0.43,2.1,0.3,1.79,0.25,155,1975,53,20,2,1,26.0,34.0
The Ultimate Fighter: Heavyweights Finale,Houston Alexander,0.4,66.0,4.0,4.0,Kevin Ferguson,0.54,79.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Catch Weight,0.0,U-DEC,2009.0,2.07,3.43,187.96,75.0,Orthodox,0.35,0.64,0.0,0.0,0.0,1.0,265,1987,13,2,0,0,1.18,2.46,182.88,72.0,Orthodox,0.41,0.81,0.0,0.71,1.32,0.7,240,1980,8,2,0,0,22.0,29.0
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar,0.4,61.0,3.0,0.0,Matt Veach,0.16,42.0,9.0,3.0,"Las Vegas, Nevada, USA",3.0,2.0,Lightweight,1.0,SUB,2009.0,3.2,3.06,182.88,72.0,Orthodox,0.54,0.52,0.0,0.57,1.19,0.33,205,1972,17,15,1,2,3.41,2.3,187.96,77.0,Orthodox,0.5,0.38,1.2,0.72,3.1,0.36,235,1974,5,2,0,1,37.0,35.0
The Ultimate Fighter: Heavyweights Finale,Marcus Jones,0.41,34.0,0.0,0.0,Matt Mitrione,0.52,19.0,4.0,3.0,"Las Vegas, Nevada, USA",3.0,2.0,Heavyweight,0.0,KO/TKO,2009.0,2.82,3.77,167.64000000000001,68.0,Orthodox,0.4,0.65,0.3,0.31,2.29,0.65,135,1981,23,11,1,0,4.91,1.12,180.34,73.0,Orthodox,0.28,0.44,1.5,0.38,3.64,1.0,155,1981,17,5,0,0,28.0,28.0
UFC 106: Ortiz vs Griffin 2,Jason Dent,0.27,120.0,3.0,3.0,George Sotiropoulos,0.36,69.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Lightweight,0.0,SUB,2009.0,2.71,1.94,198.12,79.0,Orthodox,0.52,0.58,2.9,0.75,8.71,0.0,265,1973,4,2,0,0,2.79,3.55,190.5,82.0,Switch,0.5,0.64,0.7,0.0,0.0,0.55,265,1978,12,5,0,0,36.0,31.0
The Ultimate Fighter: Heavyweights Finale,Darrill Schoonover,0.61,95.0,2.0,1.0,James McSweeney,0.33,48.0,3.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Heavyweight,0.0,KO/TKO,2009.0,3.7,2.01,177.8,71.0,Orthodox,0.39,0.62,1.4,0.0,0.0,0.26,155,1980,22,13,0,0,2.52,2.61,177.8,71.0,Orthodox,0.27,0.67,1.6,0.31,2.32,0.53,155,1977,14,7,0,0,29.0,32.0
The Ultimate Fighter: Heavyweights Finale,Rodney Wallace,0.53,67.0,1.0,0.0,Brian Stann,0.42,35.0,15.0,7.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2009.0,4.35,1.2,187.96,75.0,Orthodox,0.33,0.38,1.1,0.0,0.0,0.5,220,1985,14,8,0,0,4.33,3.94,193.04,77.0,Switch,0.55,0.42,1.1,0.33,0.52,1.0,230,1980,15,15,0,0,24.0,29.0
The Ultimate Fighter: Heavyweights Finale,Jon Jones,0.29,17.0,1.0,0.0,Matt Hamill,0.5,88.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,0.0,DQ,2009.0,3.44,1.13,175.26,72.0,Switch,0.46,0.45,1.0,0.54,6.0,0.28,205,1981,26,15,1,0,2.65,3.28,185.42,74.0,Orthodox,0.42,0.59,0.3,0.12,0.12,0.6,205,1980,12,6,0,0,28.0,29.0
UFC 106: Ortiz vs Griffin 2,Brian Foster,0.44,63.0,4.0,2.0,Brock Larson,0.42,14.0,3.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Welterweight,1.0,KO/TKO,2009.0,2.22,4.3,193.04,84.0,Orthodox,0.57,0.64,0.4,0.44,1.85,0.95,205,1987,26,1,0,1,3.8,3.69,185.42,76.0,Orthodox,0.42,0.61,0.0,0.34,3.0,0.91,205,1976,12,8,0,0,22.0,33.0
UFC 106: Ortiz vs Griffin 2,Jake Rosholt,0.37,8.0,1.0,1.0,Kendall Grove,0.41,12.0,4.0,3.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,0.0,SUB,2009.0,1.63,3.3,175.26,71.0,Orthodox,0.39,0.65,1.8,0.6,3.67,0.37,170,1984,27,10,0,0,1.5,1.39,180.34,71.0,Southpaw,0.46,0.55,2.0,0.34,2.67,0.43,170,1977,42,10,0,0,25.0,32.0
UFC 106: Ortiz vs Griffin 2,Ben Saunders,0.56,39.0,2.0,0.0,Marcus Davis,0.33,24.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2009.0,2.33,2.68,185.42,75.0,Orthodox,0.53,0.49,1.8,0.68,6.51,0.0,185,1982,12,5,0,1,2.4,2.31,198.12,79.0,Orthodox,0.41,0.54,1.7,0.45,0.49,0.56,185,1982,23,17,0,1,27.0,27.0
UFC 106: Ortiz vs Griffin 2,Fabricio Camoes,0.47,59.0,3.0,2.0,Caol Uno,0.3,71.0,5.0,5.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,0.0,M-DEC,2009.0,3.58,3.23,187.96,77.0,Orthodox,0.5,0.51,1.3,0.4,0.2,0.66,170,1983,22,13,2,0,2.79,2.72,177.8,70.0,Southpaw,0.39,0.65,1.4,0.48,1.6,0.47,170,1973,22,11,0,1,26.0,36.0
UFC 106: Ortiz vs Griffin 2,Phil Baroni,0.6,222.0,1.0,0.0,Amir Sadollah,0.36,140.0,4.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2009.0,1.85,1.29,177.8,71.0,Orthodox,0.33,0.61,1.5,0.32,2.34,0.2,155,1978,14,9,1,0,1.9,1.91,170.18,70.0,Southpaw,0.49,0.5,0.5,0.31,1.95,0.37,155,1975,33,19,5,0,31.0,34.0
The Ultimate Fighter: Heavyweights Finale,Brendan Schaub,0.22,35.0,2.0,1.0,Roy Nelson,0.25,48.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2009.0,3.93,2.77,175.26,72.0,Orthodox,0.45,0.4,0.5,0.47,1.46,0.6,170,1976,15,18,0,0,3.55,4.71,177.8,75.0,Orthodox,0.46,0.6,0.3,0.27,0.57,0.6,170,1980,6,5,0,0,33.0,29.0
UFC 105: Couture vs Vera,Paul Taylor,0.54,148.0,6.0,5.0,John Hathaway,0.26,19.0,0.0,0.0,"Manchester, England, United Kingdom",3.0,3.0,Welterweight,0.0,U-DEC,2009.0,2.22,2.92,193.04,78.0,Orthodox,0.37,0.57,0.4,0.46,2.32,0.72,245,1983,10,5,0,0,4.79,2.18,182.88,73.0,Orthodox,0.36,0.46,0.1,0.27,1.14,0.65,263,1976,22,14,0,0,26.0,33.0
UFC 106: Ortiz vs Griffin 2,Forrest Griffin,0.33,206.0,1.0,0.0,Tito Ortiz,0.32,75.0,9.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,1.0,S-DEC,2009.0,4.47,4.44,182.88,72.0,Orthodox,0.47,0.55,0.5,0.25,0.27,0.56,155,1979,11,6,1,1,1.8,3.4,185.42,75.0,Orthodox,0.4,0.62,0.9,0.43,2.61,0.6,170,1987,17,2,0,0,30.0,22.0
UFC 106: Ortiz vs Griffin 2,Anthony Johnson,0.35,53.0,4.0,2.0,Josh Koscheck,0.22,72.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Welterweight,0.0,SUB,2009.0,2.81,4.38,190.5,77.0,Orthodox,0.36,0.61,0.7,0.48,1.05,0.57,205,1979,19,7,0,0,2.88,2.59,190.5,74.0,Orthodox,0.46,0.6,0.6,0.35,2.47,0.54,205,1975,19,12,1,0,30.0,34.0
UFC 106: Ortiz vs Griffin 2,Jacob Volkmann,0.44,77.0,4.0,2.0,Paulo Thiago,0.42,38.0,4.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2009.0,1.83,3.25,187.96,78.0,Orthodox,0.47,0.6,0.6,0.57,2.43,0.77,205,1984,22,6,0,0,2.27,1.79,177.8,73.0,Orthodox,0.36,0.63,0.4,0.48,2.46,0.64,170,1977,17,11,0,0,25.0,32.0
