card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,birth_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,birth_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Cowboy vs Miller,Aljamain Sterling,0.32,46.0,0.0,0.0,Hugo Viana,0.63,98.0,4.0,4.0,"Atlantic City, New Jersey, USA",3.0,3.0,Bantamweight,1.0,KO/TKO,2014.0,2.57,2.03,182.88,76.0,Orthodox,0.32,0.6,0.0,0.83,1.93,0.63,185,1983,8,4,0,0,3.88,3.12,187.96,75.0,Orthodox,0.39,0.58,0.6,0.34,1.26,0.73,170,1989,17,9,0,0,31.0,25.0
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Corey Anderson,0.64,37.0,2.0,2.0,Matt Van Buren,0.2,10.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2014.0,2.18,4.7,170.18,71.0,Orthodox,0.51,0.61,0.9,0.24,1.98,0.41,135,1989,22,3,0,0,3.2,3.05,167.64000000000001,67.0,Orthodox,0.38,0.57,0.0,0.06,0.22,0.5,135,1982,8,4,0,0,25.0,32.0
UFC Fight Night: Cowboy vs Miller,Jessamyn Duke,0.44,36.0,0.0,0.0,Leslie Smith,0.61,59.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,1.0,Women's Bantamweight,0.0,KO/TKO,2014.0,2.22,4.43,190.5,79.0,Orthodox,0.46,0.59,0.0,0.5,4.89,0.83,205,1989,14,5,0,0,6.82,7.73,195.57999999999998,79.0,Orthodox,0.45,0.49,0.0,0.0,0.0,0.5,205,1986,7,6,0,0,25.0,28.0
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Juan Manuel Puig,0.37,24.0,0.0,0.0,Adriano Martins,0.25,51.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Lightweight,0.0,KO/TKO,2014.0,4.43,4.83,180.34,73.0,Orthodox,0.53,0.57,1.9,0.36,1.27,0.5,135,1986,3,5,0,1,8.41,7.56,175.26,66.0,Orthodox,0.4,0.51,0.0,0.0,0.0,0.62,135,1982,10,7,1,0,28.0,32.0
UFC Fight Night: Cowboy vs Miller,Gleison Tibau,0.47,93.0,6.0,4.0,Pat Healy,0.4,132.0,3.0,0.0,"Atlantic City, New Jersey, USA",3.0,3.0,Lightweight,1.0,U-DEC,2014.0,7.17,4.91,175.26,71.0,Orthodox,0.23,0.51,0.0,0.0,0.0,0.0,145,1989,11,4,0,0,2.14,1.8,177.8,72.0,Southpaw,0.38,0.65,0.4,0.8,0.83,0.81,155,1982,28,9,0,0,25.0,32.0
UFC Fight Night: Cowboy vs Miller,Yosdenis Cedeno,0.61,21.0,0.0,0.0,Jerrod Sanders,0.66,3.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,1.0,Lightweight,1.0,KO/TKO,2014.0,2.51,1.95,177.8,71.0,Southpaw,0.31,0.63,0.8,0.53,4.08,0.92,155,1983,33,14,0,0,2.57,2.57,182.88,72.0,Orthodox,0.36,0.5,1.1,0.37,3.08,0.55,155,1983,34,23,0,1,31.0,31.0
UFC Fight Night: Cowboy vs Miller,Joe Proctor,0.4,86.0,4.0,0.0,Justin Salas,0.3,81.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,2.0,Lightweight,1.0,KO/TKO,2014.0,1.6,1.64,172.72,69.0,Orthodox,0.29,0.67,0.3,0.0,0.0,0.31,155,1985,10,6,1,0,1.14,0.88,172.72,72.0,Orthodox,0.64,0.46,1.6,0.33,2.2,0.5,135,1979,16,3,0,1,29.0,35.0
UFC Fight Night: Cowboy vs Miller,Alex White,0.37,140.0,1.0,0.0,Lucas Martins,0.26,159.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,3.0,Featherweight,0.0,KO/TKO,2014.0,3.93,3.39,177.8,72.0,Orthodox,0.36,0.59,1.8,0.0,0.0,0.7,155,1985,11,5,0,0,2.96,3.42,172.72,70.0,Southpaw,0.43,0.68,0.0,0.2,2.43,0.0,155,1982,12,7,0,0,29.0,32.0
UFC Fight Night: Cowboy vs Miller,Leonardo Mafra,0.61,39.0,4.0,3.0,Rick Story,0.55,20.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,2.0,Welterweight,0.0,SUB,2014.0,3.07,3.76,182.88,71.0,Southpaw,0.42,0.6,0.5,0.28,0.92,0.71,155,1988,13,6,0,0,4.14,2.87,182.88,72.0,Southpaw,0.35,0.6,0.5,0.0,0.0,0.76,145,1988,19,3,0,0,26.0,26.0
UFC Fight Night: Cowboy vs Miller,John Lineker,0.4,327.0,4.0,2.0,Alptekin Ozkilic,0.38,230.0,4.0,1.0,"Atlantic City, New Jersey, USA",3.0,3.0,Flyweight,1.0,KO/TKO,2014.0,4.38,4.55,177.8,70.0,Orthodox,0.48,0.43,0.4,0.83,2.12,0.69,155,1989,13,4,0,0,2.17,3.8,175.26,71.0,Southpaw,0.41,0.62,0.9,0.48,2.53,0.63,170,1984,19,9,0,0,25.0,30.0
UFC Fight Night: Te Huna vs Marquardt,Chris Indich,0.4,35.0,1.0,1.0,Vik Grujic,0.5,30.0,3.0,1.0,"Auckland, New Zealand",3.0,1.0,Welterweight,0.0,KO/TKO,2014.0,4.27,5.36,160.02,67.0,Orthodox,0.4,0.56,0.6,0.58,0.56,0.67,135,1990,31,9,0,0,5.72,3.81,165.1,65.0,Orthodox,0.32,0.59,0.0,0.58,4.21,0.75,125,1986,9,5,0,0,24.0,28.0
UFC Fight Night: Cowboy vs Miller,Edson Barboza,0.58,17.0,0.0,0.0,Evan Dunham,0.37,27.0,1.0,0.0,"Atlantic City, New Jersey, USA",3.0,1.0,Lightweight,1.0,KO/TKO,2014.0,4.32,1.31,177.8,72.0,Orthodox,0.3,0.43,1.5,0.5,0.75,0.5,170,1987,6,4,0,0,3.39,2.24,180.34,73.0,Orthodox,0.48,0.41,0.4,0.33,1.18,0.26,170,1977,6,6,0,0,27.0,37.0
UFC Fight Night: Te Huna vs Marquardt,Sean O'Connell,0.56,164.0,1.0,0.0,Gian Villante,0.47,228.0,4.0,0.0,"Auckland, New Zealand",3.0,3.0,Light Heavyweight,0.0,S-DEC,2014.0,4.1,3.96,180.34,75.0,Orthodox,0.44,0.58,0.1,0.44,0.38,0.75,145,1986,22,11,0,0,3.54,5.33,177.8,70.0,Southpaw,0.39,0.61,1.0,0.33,1.82,0.79,155,1981,18,9,1,0,28.0,33.0
UFC Fight Night: Te Huna vs Marquardt,Mike Rhodes,0.36,183.0,1.0,1.0,Robert Whittaker,0.32,146.0,2.0,0.0,"Auckland, New Zealand",3.0,3.0,Welterweight,0.0,U-DEC,2014.0,6.77,5.46,185.42,74.0,Orthodox,0.48,0.45,0.5,0.0,0.0,0.3,205,1983,17,9,0,0,5.47,4.38,190.5,76.0,Orthodox,0.44,0.55,0.0,0.23,0.45,0.83,230,1985,17,14,0,0,31.0,29.0
UFC Fight Night: Te Huna vs Marquardt,Roldan Sangcha'an,0.54,50.0,15.0,4.0,Richie Vaculik,0.44,81.0,2.0,1.0,"Auckland, New Zealand",3.0,3.0,Flyweight,0.0,U-DEC,2014.0,4.13,3.2,185.42,74.0,Orthodox,0.39,0.64,0.5,0.33,0.96,0.75,170,1989,10,5,0,0,3.26,4.48,182.88,73.0,Orthodox,0.42,0.61,0.0,0.37,0.82,0.84,185,1990,25,6,0,0,25.0,24.0
UFC Fight Night: Te Huna vs Marquardt,Ian Entwistle,0.66,18.0,0.0,0.0,Dan Hooker,0.11,9.0,2.0,0.0,"Auckland, New Zealand",3.0,1.0,Featherweight,0.0,KO/TKO,2014.0,2.15,2.71,162.56,65.0,Orthodox,0.46,0.51,0.0,0.6,1.94,0.68,125,1990,4,2,0,0,4.09,3.69,167.64000000000001,69.0,Orthodox,0.46,0.57,1.0,0.45,3.0,0.31,125,1983,10,4,0,0,24.0,31.0
UFC Fight Night: Te Huna vs Marquardt,Neil Magny,0.54,55.0,2.0,2.0,Rodrigo de Lima,0.35,14.0,3.0,1.0,"Auckland, New Zealand",3.0,2.0,Welterweight,1.0,KO/TKO,2014.0,7.36,0.11,165.1,66.0,Orthodox,0.07,0.31,12.1,0.0,0.0,0.0,135,1986,9,3,0,0,4.61,4.83,182.88,75.0,Switch,0.47,0.51,0.3,0.36,0.85,0.81,145,1990,22,12,0,0,28.0,24.0
UFC Fight Night: Cowboy vs Miller,Jim Miller,0.47,78.0,2.0,0.0,Donald Cerrone,0.46,65.0,6.0,1.0,"Atlantic City, New Jersey, USA",5.0,2.0,Lightweight,0.0,KO/TKO,2014.0,2.27,3.62,190.5,80.0,Orthodox,0.46,0.54,0.3,0.42,2.43,0.57,170,1987,27,10,0,0,5.5,1.29,170.18,69.0,Orthodox,0.33,0.32,1.3,0.36,2.66,0.0,155,1991,8,3,1,0,27.0,23.0
UFC Fight Night: Te Huna vs Marquardt,Nate Marquardt,0.6,10.0,1.0,0.0,James Te Huna,0.62,27.0,2.0,2.0,"Auckland, New Zealand",5.0,1.0,Middleweight,1.0,SUB,2014.0,2.93,2.79,172.72,71.0,Southpaw,0.41,0.58,1.8,0.43,1.62,0.47,155,1983,35,16,0,1,4.48,4.41,185.42,73.0,Orthodox,0.46,0.53,1.2,0.33,1.16,0.73,155,1983,36,17,0,2,31.0,31.0
UFC 175: Weidman vs Machida,George Roop,0.27,37.0,0.0,0.0,Rob Font,0.52,23.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Bantamweight,0.0,KO/TKO,2014.0,2.32,2.71,182.88,74.0,Orthodox,0.49,0.55,0.8,0.51,1.87,0.7,185,1979,35,19,2,0,2.99,4.04,187.96,75.0,Orthodox,0.51,0.62,0.2,0.37,2.75,0.58,185,1981,16,9,0,0,35.0,33.0
UFC Fight Night: Te Huna vs Marquardt,Dashon Johnson,0.7,85.0,11.0,4.0,Jake Matthews,0.73,15.0,1.0,0.0,"Auckland, New Zealand",3.0,3.0,Lightweight,0.0,SUB,2014.0,2.47,3.43,185.42,72.0,Orthodox,0.34,0.6,0.1,0.57,1.05,0.59,135,1981,15,13,1,0,3.95,6.38,172.72,71.0,Orthodox,0.46,0.57,0.4,0.37,1.03,0.55,135,1987,19,6,0,0,33.0,27.0
UFC Fight Night: Te Huna vs Marquardt,Jared Rosholt,0.44,25.0,5.0,0.0,Soa Palelei,0.74,58.0,4.0,1.0,"Auckland, New Zealand",3.0,3.0,Heavyweight,1.0,U-DEC,2014.0,3.83,1.01,170.18,69.0,Orthodox,0.69,0.35,0.8,0.33,0.85,0.63,145,1988,9,2,0,0,2.18,3.17,180.34,73.0,Orthodox,0.45,0.61,0.6,0.41,1.85,0.66,170,1994,18,5,0,0,26.0,20.0
UFC 175: Weidman vs Machida,Ildemar Alcantara,0.63,110.0,10.0,3.0,Kenny Robertson,0.33,65.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2014.0,1.52,2.08,187.96,75.0,Orthodox,0.46,0.59,0.1,0.41,1.83,0.66,265,1986,14,4,0,0,2.68,2.47,193.04,81.0,Orthodox,0.57,0.48,0.0,0.47,2.2,0.66,265,1977,22,5,0,0,28.0,37.0
UFC Fight Night: Te Huna vs Marquardt,Charles Oliveira,0.4,27.0,4.0,3.0,Hatsu Hioki,0.63,38.0,5.0,3.0,"Auckland, New Zealand",3.0,2.0,Featherweight,1.0,SUB,2014.0,2.63,1.93,187.96,78.0,Orthodox,0.38,0.5,0.9,0.68,2.0,0.81,185,1982,21,11,0,0,3.02,3.72,177.8,74.0,Orthodox,0.47,0.52,0.8,0.26,1.37,0.57,170,1984,15,5,0,0,32.0,30.0
UFC 175: Weidman vs Machida,Bruno Santos,0.49,85.0,1.0,0.0,Chris Camozzi,0.49,51.0,6.0,4.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,S-DEC,2014.0,3.2,3.48,177.8,74.0,Orthodox,0.53,0.51,2.8,0.4,2.37,0.55,155,1989,33,9,0,1,2.12,2.42,180.34,73.0,Orthodox,0.42,0.65,0.6,0.56,2.55,0.54,145,1983,29,10,2,0,25.0,31.0
UFC 175: Weidman vs Machida,Chris Weidman,0.36,177.0,13.0,5.0,Lyoto Machida,0.41,139.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,5.0,Middleweight,1.0,U-DEC,2014.0,2.27,1.18,175.26,71.0,Orthodox,0.46,0.56,0.3,0.37,3.0,0.66,185,1987,15,2,0,0,2.96,3.57,187.96,75.0,Orthodox,0.44,0.56,0.5,0.19,0.27,0.57,185,1986,24,13,0,0,27.0,28.0
UFC 175: Weidman vs Machida,Ronda Rousey,0.87,16.0,1.0,1.0,Alexis Davis,0.33,6.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Women's Bantamweight,1.0,KO/TKO,2014.0,3.14,3.03,187.96,78.0,Orthodox,0.43,0.52,0.9,0.47,3.92,0.65,185,1984,15,6,0,0,1.57,2.59,185.42,74.0,Southpaw,0.53,0.61,0.4,0.65,1.21,0.75,185,1978,24,8,0,0,30.0,36.0
UFC 175: Weidman vs Machida,Urijah Faber,0.52,38.0,12.0,5.0,Alex Caceres,0.44,45.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,1.0,SUB,2014.0,4.14,4.17,170.18,66.0,Orthodox,0.52,0.44,4.8,0.68,6.26,0.5,135,1987,12,2,0,0,4.45,4.63,167.64000000000001,68.0,Orthodox,0.49,0.54,0.7,0.44,0.95,0.34,135,1984,21,11,0,0,27.0,30.0
UFC 175: Weidman vs Machida,Guilherme Vasconcelos,0.29,226.0,1.0,1.0,Luke Zachrich,0.29,166.0,3.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2014.0,2.59,2.65,167.64000000000001,67.0,Orthodox,0.4,0.64,0.8,0.3,1.54,0.58,135,1979,35,11,0,0,2.92,4.15,177.8,73.0,Southpaw,0.51,0.64,0.8,0.7,0.58,0.64,145,1988,19,13,0,1,35.0,26.0
UFC 175: Weidman vs Machida,Marcus Brimage,0.36,75.0,2.0,2.0,Russell Doane,0.33,72.0,9.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,S-DEC,2014.0,4.4,3.27,182.88,74.0,Orthodox,0.29,0.7,0.0,0.0,0.0,0.0,185,1986,9,4,0,0,4.46,4.56,187.96,74.0,Orthodox,0.32,0.62,0.0,0.33,0.74,0.8,185,1981,14,4,0,0,28.0,33.0
UFC 175: Weidman vs Machida,Uriah Hall,0.37,113.0,1.0,1.0,Thiago Santos,0.34,129.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,U-DEC,2014.0,3.64,3.97,162.56,71.0,Southpaw,0.35,0.56,0.0,1.0,0.56,0.8,135,1985,7,7,0,0,1.68,1.75,170.18,70.0,Orthodox,0.4,0.53,0.8,0.45,2.11,0.52,135,1986,15,8,0,0,29.0,28.0
UFC Fight Night: Swanson vs Stephens,Shane Howell,0.66,3.0,1.0,1.0,Ray Borg,0.0,3.0,0.0,0.0,"San Antonio, Texas, USA",3.0,1.0,Flyweight,0.0,SUB,2014.0,3.85,3.23,182.88,79.0,Orthodox,0.48,0.54,0.1,0.38,0.54,0.64,185,1984,18,11,0,0,2.57,3.72,187.96,76.0,Orthodox,0.48,0.53,0.1,0.33,0.88,0.65,205,1984,22,11,0,0,30.0,30.0
UFC Fight Night: Swanson vs Stephens,Marcelo Guimaraes,0.46,166.0,9.0,3.0,Andy Enz,0.18,229.0,0.0,0.0,"San Antonio, Texas, USA",3.0,3.0,Middleweight,1.0,S-DEC,2014.0,2.55,1.27,172.72,70.0,Orthodox,0.32,0.42,0.0,0.0,0.0,0.2,125,1983,13,10,0,0,1.93,1.52,162.56,63.0,Orthodox,0.52,0.48,1.0,0.5,3.89,0.46,135,1993,13,5,0,0,31.0,21.0
UFC Fight Night: Swanson vs Stephens,Cody Gibson,0.63,11.0,0.0,0.0,Johnny Bedford,0.37,8.0,0.0,0.0,"San Antonio, Texas, USA",3.0,1.0,Bantamweight,1.0,KO/TKO,2014.0,4.41,4.67,182.88,73.0,Orthodox,0.51,0.62,0.0,0.13,1.99,0.0,185,1983,9,2,1,0,5.32,3.51,190.5,78.0,Orthodox,0.23,0.57,0.0,0.0,0.0,0.58,185,1991,10,4,0,0,31.0,23.0
UFC Fight Night: Swanson vs Stephens,Clint Hester,0.51,78.0,1.0,1.0,Antonio Braga Neto,0.5,32.0,8.0,3.0,"San Antonio, Texas, USA",3.0,3.0,Middleweight,1.0,S-DEC,2014.0,2.54,2.47,177.8,71.0,Orthodox,0.31,0.63,0.4,0.38,1.85,0.58,135,1987,15,7,0,0,1.75,4.53,177.8,71.0,Orthodox,0.5,0.63,0.0,0.62,1.83,0.62,135,1983,21,13,1,1,27.0,31.0
UFC Fight Night: Swanson vs Stephens,Anthony Hamilton,0.45,22.0,4.0,1.0,Aleksei Oleinik,0.42,14.0,1.0,0.0,"San Antonio, Texas, USA",3.0,1.0,Heavyweight,0.0,SUB,2014.0,3.44,3.36,187.96,77.0,Orthodox,0.42,0.56,0.0,0.35,1.02,0.6,205,1986,11,6,0,0,3.92,1.36,190.5,77.0,Orthodox,0.33,0.45,0.5,0.37,3.07,0.0,185,1987,9,3,0,1,28.0,27.0
UFC Fight Night: Swanson vs Stephens,Colton Smith,0.66,3.0,0.0,0.0,Diego Ferreira,0.7,10.0,1.0,1.0,"San Antonio, Texas, USA",3.0,1.0,Lightweight,0.0,SUB,2014.0,3.02,3.91,195.57999999999998,76.0,Orthodox,0.65,0.45,0.0,0.42,2.62,0.78,260,1980,15,9,0,0,3.8,3.29,187.96,80.0,Orthodox,0.48,0.44,1.9,0.46,1.82,0.37,240,1977,60,17,1,0,34.0,37.0
UFC Fight Night: Swanson vs Stephens,Nicholas Musoke,0.38,174.0,0.0,0.0,Kelvin Gastelum,0.28,128.0,6.0,2.0,"San Antonio, Texas, USA",3.0,3.0,Welterweight,0.0,U-DEC,2014.0,2.3,1.64,182.88,71.0,Orthodox,0.41,0.51,1.4,0.36,4.09,0.25,155,1987,7,4,0,0,3.35,4.67,175.26,74.0,Orthodox,0.37,0.56,0.8,0.24,0.75,0.63,155,1985,17,5,0,0,27.0,29.0
UFC Fight Night: Henderson vs Khabilov,Scott Jorgensen,0.41,97.0,15.0,10.0,Danny Martinez,0.32,143.0,2.0,0.0,"Albuquerque, New Mexico, USA",3.0,3.0,Flyweight,1.0,U-DEC,2014.0,3.8,3.56,182.88,75.0,Orthodox,0.35,0.57,0.2,0.19,1.16,0.82,170,1986,13,5,0,1,3.24,3.53,175.26,71.0,Southpaw,0.41,0.57,0.1,0.32,1.05,0.62,185,1991,17,8,0,1,28.0,23.0
UFC Fight Night: Swanson vs Stephens,Ricardo Lamas,0.35,94.0,11.0,2.0,Hacran Dias,0.41,74.0,5.0,2.0,"San Antonio, Texas, USA",3.0,3.0,Featherweight,1.0,U-DEC,2014.0,3.41,3.37,165.1,66.0,Orthodox,0.4,0.65,0.7,0.45,2.61,0.59,135,1982,15,12,0,0,3.77,2.73,167.64000000000001,67.0,Orthodox,0.28,0.63,0.0,0.45,3.0,0.36,125,1985,21,8,0,0,32.0,29.0
UFC Fight Night: Henderson vs Khabilov,Sergio Pettis,0.37,114.0,6.0,1.0,Yaotzin Meza,0.33,161.0,0.0,0.0,"Albuquerque, New Mexico, USA",3.0,3.0,Bantamweight,1.0,U-DEC,2014.0,2.87,3.13,172.72,71.0,Orthodox,0.47,0.57,0.9,0.33,1.84,0.46,145,1982,20,8,0,0,3.31,2.08,172.72,69.0,Orthodox,0.41,0.55,0.5,0.39,2.5,0.76,155,1984,23,6,1,0,32.0,30.0
UFC Fight Night: Swanson vs Stephens,Andrew Craig,0.32,61.0,4.0,2.0,Cezar Ferreira,0.23,67.0,1.0,0.0,"San Antonio, Texas, USA",3.0,3.0,Middleweight,0.0,U-DEC,2014.0,2.91,3.88,167.64000000000001,69.0,Orthodox,0.37,0.65,0.4,0.4,0.85,0.67,125,1993,18,5,0,0,1.62,1.43,175.26,71.0,Orthodox,0.41,0.64,1.4,0.2,1.06,0.18,145,1981,21,11,0,1,21.0,33.0
UFC Fight Night: Swanson vs Stephens,Joe Ellenberger,0.59,37.0,10.0,3.0,James Moontasri,0.52,67.0,0.0,0.0,"San Antonio, Texas, USA",3.0,3.0,Lightweight,1.0,S-DEC,2014.0,3.01,2.39,185.42,76.0,Orthodox,0.4,0.5,0.0,0.37,0.53,0.72,170,1986,9,4,0,0,2.44,1.9,185.42,78.0,Southpaw,0.42,0.53,0.5,0.53,2.69,0.84,185,1985,13,8,0,0,28.0,29.0
UFC Fight Night: Henderson vs Khabilov,Yves Edwards,0.34,79.0,1.0,1.0,Piotr Hallmann,0.49,113.0,11.0,4.0,"Albuquerque, New Mexico, USA",3.0,3.0,Lightweight,0.0,SUB,2014.0,3.45,1.62,175.26,72.0,Orthodox,0.47,0.48,1.1,0.4,3.17,0.0,155,1985,15,2,0,0,3.86,2.39,177.8,71.0,Switch,0.48,0.4,0.2,0.0,0.0,0.79,170,1988,9,5,0,0,29.0,26.0
UFC Fight Night: Henderson vs Khabilov,Erik Perez,0.23,42.0,2.0,1.0,Bryan Caraway,0.2,35.0,4.0,2.0,"Albuquerque, New Mexico, USA",3.0,2.0,Bantamweight,0.0,SUB,2014.0,2.34,2.91,175.26,73.0,Southpaw,0.42,0.66,0.7,0.53,0.76,0.69,155,1976,42,22,1,1,3.17,3.98,175.26,71.0,Orthodox,0.45,0.58,0.4,0.44,2.55,0.7,155,1987,18,6,0,0,38.0,27.0
UFC Fight Night: Henderson vs Khabilov,Jason High,0.52,68.0,2.0,2.0,Rafael Dos Anjos,0.37,64.0,3.0,3.0,"Albuquerque, New Mexico, USA",3.0,2.0,Lightweight,0.0,KO/TKO,2014.0,2.09,3.16,172.72,68.0,Orthodox,0.4,0.66,0.2,0.55,3.16,0.69,135,1989,17,6,0,0,3.61,2.53,172.72,68.0,Orthodox,0.34,0.54,0.8,0.25,2.57,0.8,135,1984,21,9,0,0,25.0,30.0
UFC Fight Night: Swanson vs Stephens,Jeremy Stephens,0.39,219.0,0.0,0.0,Cub Swanson,0.28,228.0,8.0,2.0,"San Antonio, Texas, USA",5.0,5.0,Featherweight,0.0,U-DEC,2014.0,1.56,1.28,172.72,73.0,Southpaw,0.42,0.48,2.8,0.63,2.36,0.37,155,1981,21,6,0,0,3.21,3.56,172.72,70.0,Southpaw,0.47,0.61,0.6,0.35,2.05,0.59,155,1984,32,14,0,0,33.0,30.0
UFC Fight Night: Henderson vs Khabilov,Benson Henderson,0.37,70.0,3.0,1.0,Rustam Khabilov,0.23,77.0,10.0,6.0,"Albuquerque, New Mexico, USA",5.0,4.0,Lightweight,1.0,SUB,2014.0,3.05,3.17,175.26,71.0,Orthodox,0.4,0.58,0.4,0.38,1.16,0.65,145,1986,28,19,0,1,3.73,4.68,172.72,70.0,Orthodox,0.5,0.6,0.4,0.52,1.09,0.61,135,1983,28,13,0,0,28.0,31.0
UFC Fight Night: Henderson vs Khabilov,Bobby Voelker,0.39,94.0,1.0,0.0,Lance Benoist,0.54,102.0,7.0,2.0,"Albuquerque, New Mexico, USA",3.0,3.0,Welterweight,0.0,U-DEC,2014.0,1.79,2.93,175.26,70.0,Southpaw,0.45,0.63,0.8,0.45,2.4,0.63,170,1983,24,7,0,0,2.16,1.98,172.72,73.0,Orthodox,0.34,0.65,0.1,0.41,3.95,0.61,155,1986,24,4,0,0,31.0,28.0
UFC Fight Night: Henderson vs Khabilov,John Dodson,0.42,63.0,1.0,1.0,John Moraga,0.14,54.0,2.0,0.0,"Albuquerque, New Mexico, USA",3.0,2.0,Flyweight,1.0,KO/TKO,2014.0,5.84,4.01,182.88,74.0,Orthodox,0.35,0.42,0.0,0.5,1.04,0.66,170,1979,19,13,0,0,2.7,3.68,180.34,72.0,Southpaw,0.51,0.56,0.0,0.33,1.5,0.61,170,1988,7,2,0,0,35.0,26.0
UFC Fight Night: Henderson vs Khabilov,Ross Pearson,0.24,134.0,1.0,0.0,Diego Sanchez,0.41,122.0,1.0,1.0,"Albuquerque, New Mexico, USA",3.0,3.0,Lightweight,0.0,S-DEC,2014.0,3.58,3.2,160.02,66.0,Orthodox,0.4,0.61,0.0,0.28,0.71,0.82,135,1984,22,12,0,0,2.55,2.57,167.64000000000001,66.0,Orthodox,0.43,0.56,1.1,0.23,0.62,0.44,125,1984,19,7,0,0,30.0,30.0
UFC Fight Night: Munoz vs Mousasi,Sean Strickland,0.23,187.0,1.0,0.0,Luke Barnatt,0.29,161.0,3.0,1.0,"Berlin, Germany",3.0,3.0,Middleweight,1.0,S-DEC,2014.0,4.09,3.68,172.72,69.0,Orthodox,0.4,0.62,0.0,0.35,0.74,0.75,155,1984,20,16,0,1,3.02,2.69,177.8,72.0,Southpaw,0.37,0.56,0.8,0.24,1.51,0.46,170,1981,31,13,0,0,30.0,33.0
UFC Fight Night: Munoz vs Mousasi,Tom Niinimaki,0.63,11.0,7.0,2.0,Niklas Backstrom,0.41,12.0,0.0,0.0,"Berlin, Germany",3.0,1.0,Featherweight,0.0,SUB,2014.0,4.01,5.54,185.42,76.0,Orthodox,0.4,0.65,0.3,0.61,1.14,0.85,185,1991,25,4,0,0,3.87,4.43,198.12,77.0,Orthodox,0.36,0.59,0.4,0.42,0.63,0.63,185,1988,13,4,0,0,23.0,26.0
UFC Fight Night: Munoz vs Mousasi,Krzysztof Jotko,0.54,31.0,5.0,3.0,Magnus Cedenblad,0.6,25.0,2.0,0.0,"Berlin, Germany",3.0,2.0,Middleweight,0.0,SUB,2014.0,2.31,1.91,175.26,69.0,Orthodox,0.54,0.58,0.5,0.46,2.97,0.33,145,1982,22,8,1,0,3.65,1.12,185.42,75.0,Orthodox,0.41,0.4,2.2,0.8,2.92,0.72,145,1989,11,3,0,1,32.0,25.0
UFC Fight Night: Munoz vs Mousasi,Drew Dober,0.47,105.0,6.0,2.0,Nick Hein,0.38,127.0,4.0,0.0,"Berlin, Germany",3.0,3.0,Lightweight,0.0,U-DEC,2014.0,2.23,2.98,185.42,77.0,Southpaw,0.42,0.57,0.1,0.39,1.33,0.82,185,1989,24,6,0,0,3.02,2.38,195.57999999999998,79.0,Orthodox,0.51,0.4,1.0,0.64,2.87,0.66,185,1982,14,5,0,0,25.0,32.0
UFC Fight Night: Munoz vs Mousasi,Gegard Mousasi,0.33,9.0,6.0,0.0,Mark Munoz,0.62,29.0,0.0,0.0,"Berlin, Germany",5.0,1.0,Middleweight,1.0,SUB,2014.0,4.16,4.47,172.72,70.0,Southpaw,0.4,0.51,0.1,0.17,0.75,0.54,155,1988,25,11,0,1,3.61,2.65,167.64000000000001,66.0,Southpaw,0.35,0.59,0.0,0.33,0.86,0.83,155,1984,14,5,0,1,26.0,30.0
